46ec605734bacc90552643f7bba1b8b6ae09ee0f,Prepare to fold StreamAllocation and Transmitter,RENAME,RENAME	{Class FixedLengthSink at okhttp/src/main/java/okhttp3/internal/http1/Http1Codec.java:284}	{Class KnownLengthSink at okhttp/src/main/java/okhttp3/internal/http1/Http1Codec.java:285}),okhttp/src/main/java/okhttp3/internal/http1/Http1Codec.java:10742:12065:10742:12065 ClassDeclaration FixedLengthSink,okhttp/src/main/java/okhttp3/internal/http1/Http1Codec.java:10670:11551:10670:11551 ClassDeclaration KnownLengthSink
89ca799ac5950aa88982b9f1f3830babca9d34e4,Upgrade to jnr-unixsocket 0.22,RENAME,RENAME	{Class BlockingUnixSocket at samples/unixdomainsockets/src/main/java/okhttp3/unixdomainsockets/BlockingUnixSocket.java:34}	{Class TunnelingUnixSocket at samples/unixdomainsockets/src/main/java/okhttp3/unixdomainsockets/TunnelingUnixSocket.java:27}),samples/unixdomainsockets/src/main/java/okhttp3/unixdomainsockets/BlockingUnixSocket.java:1154:4163:1154:4163 ClassDeclaration BlockingUnixSocket,samples/unixdomainsockets/src/main/java/okhttp3/unixdomainsockets/TunnelingUnixSocket.java:898:1974:898:1974 ClassDeclaration TunnelingUnixSocket
392165d238632c054c949bf9dde74a04a2f5f77e,Improve testing in MockDuplexResponseBody,RENAME,RENAME	{Class PipeDuplexRequestBody at okhttp-testing-support/src/main/java/okhttp3/internal/duplex/PipeDuplexRequestBody.java:26}	{Class AsyncRequestBody at okhttp-testing-support/src/main/java/okhttp3/internal/duplex/AsyncRequestBody.java:28}),okhttp-testing-support/src/main/java/okhttp3/internal/duplex/PipeDuplexRequestBody.java:814:1492:814:1492 ClassDeclaration PipeDuplexRequestBody,okhttp-testing-support/src/main/java/okhttp3/internal/duplex/AsyncRequestBody.java:932:1682:932:1682 ClassDeclaration AsyncRequestBody
03981be75f11c8beaa2dd3914199be3cf86cfa74,Rename JdkWithJettyBootPlatform to Jdk8WithJettyBootPlatform,RENAME,RENAME	{Class JettyNegoProvider at okhttp/src/main/java/okhttp3/internal/platform/JdkWithJettyBootPlatform.java:104}	{Class AlpnProvider at okhttp/src/main/java/okhttp3/internal/platform/Jdk8WithJettyBootPlatform.java:100}),okhttp/src/main/java/okhttp3/internal/platform/JdkWithJettyBootPlatform.java:4097:6232:4097:6232 ClassDeclaration JettyNegoProvider,okhttp/src/main/java/okhttp3/internal/platform/Jdk8WithJettyBootPlatform.java:4040:6165:4040:6165 ClassDeclaration AlpnProvider
03981be75f11c8beaa2dd3914199be3cf86cfa74,Rename JdkWithJettyBootPlatform to Jdk8WithJettyBootPlatform,RENAME,RENAME	{Class JdkWithJettyBootPlatformTest at okhttp-tests/src/test/java/okhttp3/internal/platform/JdkWithJettyBootPlatformTest.java:24}	{Class Jdk8WithJettyBootPlatformTest at okhttp-tests/src/test/java/okhttp3/internal/platform/Jdk8WithJettyBootPlatformTest.java:24}),okhttp-tests/src/test/java/okhttp3/internal/platform/JdkWithJettyBootPlatformTest.java:817:1042:817:1042 ClassDeclaration JdkWithJettyBootPlatformTest,okhttp-tests/src/test/java/okhttp3/internal/platform/Jdk8WithJettyBootPlatformTest.java:817:1044:817:1044 ClassDeclaration Jdk8WithJettyBootPlatformTest
03981be75f11c8beaa2dd3914199be3cf86cfa74,Rename JdkWithJettyBootPlatform to Jdk8WithJettyBootPlatform,RENAME,RENAME	{Class JdkWithJettyBootPlatform at okhttp/src/main/java/okhttp3/internal/platform/JdkWithJettyBootPlatform.java:30}	{Class Jdk8WithJettyBootPlatform at okhttp/src/main/java/okhttp3/internal/platform/Jdk8WithJettyBootPlatform.java:28}),okhttp/src/main/java/okhttp3/internal/platform/JdkWithJettyBootPlatform.java:996:6234:996:6234 ClassDeclaration JdkWithJettyBootPlatform,okhttp/src/main/java/okhttp3/internal/platform/Jdk8WithJettyBootPlatform.java:943:6167:943:6167 ClassDeclaration Jdk8WithJettyBootPlatform
37887141fe8cc398eff35dc4fbe74c9b4bcdc26c,Rename TlsNode to HandshakeCertificates (#4141),RENAME,RENAME	{Class TlsNodeTest at okhttp-tls/src/test/java/okhttp3/tls/TlsNodeTest.java:41}	{Class HandshakeCertificatesTest at okhttp-tls/src/test/java/okhttp3/tls/HandshakeCertificatesTest.java:41}),okhttp-tls/src/test/java/okhttp3/tls/TlsNodeTest.java:1286:6841:1286:6841 ClassDeclaration TlsNodeTest,okhttp-tls/src/test/java/okhttp3/tls/HandshakeCertificatesTest.java:1286:7009:1286:7009 ClassDeclaration HandshakeCertificatesTest
37887141fe8cc398eff35dc4fbe74c9b4bcdc26c,Rename TlsNode to HandshakeCertificates (#4141),RENAME,RENAME	{Class TlsNode at okhttp-tls/src/main/java/okhttp3/tls/TlsNode.java:35}	{Class HandshakeCertificates at okhttp-tls/src/main/java/okhttp3/tls/HandshakeCertificates.java:35}),okhttp-tls/src/main/java/okhttp3/tls/TlsNode.java:1223:5968:1223:5968 ClassDeclaration TlsNode,okhttp-tls/src/main/java/okhttp3/tls/HandshakeCertificates.java:1223:6087:1223:6087 ClassDeclaration HandshakeCertificates
7489193d5953bfba8c892e5aa98624e4ec73dbde,Rename fetchStart/fetchEnd to callStart/callEnd. (#3522),RENAME,RENAME	{Class FetchEnd at okhttp-tests/src/test/java/okhttp3/RecordingEventListener.java:298}	{Class CallEnd at okhttp-tests/src/test/java/okhttp3/RecordingEventListener.java:298}),okhttp-tests/src/test/java/okhttp3/RecordingEventListener.java:8662:8956:8662:8956 ClassDeclaration FetchEnd,okhttp-tests/src/test/java/okhttp3/RecordingEventListener.java:8656:8947:8656:8947 ClassDeclaration CallEnd
29267ac4e8eae099064483dc4c4b246690a92009,Fill out documentation for EventListener (#3475),RENAME,RENAME	{Class ConnectionFound at okhttp-tests/src/test/java/okhttp3/EventListenerTest.java:684}	{Class ConnectionAcquired at okhttp-tests/src/test/java/okhttp3/EventListenerTest.java:684}),okhttp-tests/src/test/java/okhttp3/EventListenerTest.java:22436:22653:22436:22653 ClassDeclaration ConnectionFound,okhttp-tests/src/test/java/okhttp3/EventListenerTest.java:22493:22716:22493:22716 ClassDeclaration ConnectionAcquired
3931dc8df0c57c7f50d23f8de532da0a51434f26,Fix some classnames to use Http2 instead of Framed,RENAME,RENAME	{Class FramedDataSink at okhttp/src/main/java/okhttp3/internal/http2/Http2Stream.java:461}	{Class FramingSink at okhttp/src/main/java/okhttp3/internal/http2/Http2Stream.java:460}),okhttp/src/main/java/okhttp3/internal/http2/Http2Stream.java:14347:17392:14347:17392 ClassDeclaration FramedDataSink,okhttp/src/main/java/okhttp3/internal/http2/Http2Stream.java:14316:17334:14316:17334 ClassDeclaration FramingSink
3931dc8df0c57c7f50d23f8de532da0a51434f26,Fix some classnames to use Http2 instead of Framed,RENAME,RENAME	{Class FramedSocketHandler at mockwebserver/src/main/java/okhttp3/mockwebserver/MockWebServer.java:828}	{Class Http2SocketHandler at mockwebserver/src/main/java/okhttp3/mockwebserver/MockWebServer.java:828}),mockwebserver/src/main/java/okhttp3/mockwebserver/MockWebServer.java:29716:36029:29716:36029 ClassDeclaration FramedSocketHandler,mockwebserver/src/main/java/okhttp3/mockwebserver/MockWebServer.java:29710:36011:29710:36011 ClassDeclaration Http2SocketHandler
